timestamp,frame_id,frame_path,label,conf,fd_conf,fps,tracking_stability,cpu,mem,latency_ms,disk,model_size_mb
2025-08-18 22:47:08.429,1,live_camera,unknown,0.9990569,0.9213807582855225,5.739724172123724,0,26.2,68.8,1.6484000079799443,82.6,4.258029937744141
2025-08-18 22:47:08.515,2,live_camera,unknown,0.99935395,0.9205160140991211,11.603499150493878,0.19764235376052375,77.6,69.0,5.720600005588494,82.6,4.258029937744141
2025-08-18 22:47:08.532,3,live_camera,unknown,0.969886,0.9274513125419617,58.12838230258959,0.6434768838116876,0.0,69.0,4.506199999013916,82.6,4.258029937744141
2025-08-18 22:47:08.574,4,live_camera,unknown,0.98524576,0.9349034428596497,23.3692362688228,0.3535533905932738,45.8,68.9,1.6995000041788444,82.6,4.258029937744141
2025-08-18 22:47:08.605,5,live_camera,unknown,0.9990584,0.9139057993888855,34.09234251164062,0.4192627457812106,37.5,68.9,1.8959000008180737,82.6,4.258029937744141
2025-08-18 22:47:08.637,6,live_camera,unknown,0.9982346,0.9381867051124573,31.325278557055224,0.4419417382415922,43.8,68.9,1.9663999992189929,82.6,4.258029937744141
2025-08-18 22:47:08.668,7,live_camera,unknown,0.99927336,0.9398126602172852,30.950553389614353,0.3365728004459065,50.0,68.9,2.3533000057796016,82.6,4.258029937744141
2025-08-18 22:47:08.701,8,live_camera,unknown,0.99979717,0.9419530630111694,31.227360169731483,0.31868871959954903,64.7,68.9,4.404499995871447,82.6,4.258029937744141
2025-08-18 22:47:08.734,9,live_camera,unknown,0.99973184,0.9427226185798645,30.356568247212174,0.19764235376052375,68.8,68.9,2.3830999998608604,82.6,4.258029937744141
2025-08-18 22:47:08.765,10,live_camera,unknown,0.99983335,0.9410814642906189,31.976363071116456,0.3125,37.5,68.9,3.3515999966766685,82.6,4.258029937744141
2025-08-18 22:47:08.797,11,live_camera,unknown,0.9998555,0.9429464340209961,31.42173944567045,0.1875,50.0,68.9,1.7096999945351854,82.6,4.258029937744141
2025-08-18 22:47:08.828,12,live_camera,unknown,0.9999666,0.9276527762413025,31.73102245976088,0.4881406047441659,25.0,68.9,1.683399998000823,82.6,4.258029937744141
2025-08-18 22:47:08.861,13,live_camera,unknown,0.99999857,0.9470522403717041,31.045295087539554,0.0625,25.0,68.8,1.676699990639463,82.6,4.258029937744141
2025-08-18 22:47:08.892,14,live_camera,unknown,0.99999166,0.943015992641449,31.502512322025094,0.1767766952966369,31.2,68.8,1.6881000046851113,82.6,4.258029937744141
2025-08-18 22:47:08.925,15,live_camera,unknown,0.9999658,0.937811017036438,30.301561142452744,0.125,31.2,68.8,1.6696999955456704,82.6,4.258029937744141
2025-08-18 22:47:08.974,16,live_camera,unknown,0.99779654,0.9580768942832947,20.853274279048925,0.2651650429449553,29.2,68.8,1.9213000050513074,82.6,4.258029937744141
2025-08-18 22:47:09.005,17,live_camera,unknown,0.98974717,0.9558396935462952,31.686682092068768,0.5376453291901642,52.9,68.8,1.9302000000607222,82.6,4.258029937744141
2025-08-18 22:47:09.037,18,live_camera,unknown,0.99533904,0.944839358329773,31.17615150372332,0.13975424859373686,64.0,68.8,1.8589999963296577,82.6,4.258029937744141
2025-08-18 22:47:09.069,19,live_camera,unknown,0.99701655,0.9356343150138855,31.469103636000707,0.3365728004459065,82.4,68.8,2.2610000014537945,82.6,4.258029937744141
2025-08-18 22:47:09.102,20,live_camera,unknown,0.99945825,0.9394121170043945,30.797185142195943,0.08838834764831845,68.8,68.8,2.0434000034583732,82.6,4.258029937744141
2025-08-18 22:47:09.132,21,live_camera,unknown,0.99548644,0.9107655882835388,32.16064888350918,0.1767766952966369,94.7,68.8,2.178700000513345,82.6,4.258029937744141
2025-08-18 22:47:09.165,22,live_camera,unknown,0.9977744,0.8588934540748596,30.363481229375445,0.2795084971874737,37.5,68.8,2.1069000067654997,82.6,4.258029937744141
2025-08-18 22:47:09.196,23,live_camera,unknown,0.9995665,0.7713571190834045,32.19834178129936,0.7288689868556626,41.7,68.8,1.6469000111101195,82.6,4.258029937744141
2025-08-18 22:47:09.228,24,live_camera,unknown,0.9966304,0.8060494065284729,31.09394725948484,0.3644344934278313,25.0,68.8,1.8195000011473894,82.6,4.258029937744141
2025-08-18 22:47:09.260,25,live_camera,unknown,0.9989355,0.807391345500946,31.273552896838744,0.3365728004459065,62.5,68.8,2.2105999960331246,82.6,4.258029937744141
2025-08-18 22:47:09.292,26,live_camera,unknown,0.999962,0.8022374510765076,31.027089741606417,0.43750000000000006,26.7,68.7,1.527199987322092,82.6,4.258029937744141
2025-08-18 22:47:09.325,27,live_camera,unknown,0.9997925,0.7992304563522339,31.236626810386483,0.625,37.5,68.7,1.52160000288859,82.6,4.258029937744141
2025-08-18 22:47:09.357,28,live_camera,unknown,0.9877724,0.7883819937705994,29.91003062006989,0.13975424859373686,23.5,68.7,1.5891999937593937,82.6,4.258029937744141
2025-08-18 22:47:09.405,29,live_camera,unknown,0.984925,0.7946344017982483,21.291001146984893,0.3801726581436387,51.9,68.7,1.520999998319894,82.6,4.258029937744141
2025-08-18 22:47:09.437,30,live_camera,unknown,0.8972527,0.8068544268608093,31.715122089115923,0.75,25.0,68.7,1.4680000022053719,82.6,4.258029937744141
2025-08-18 22:47:09.468,31,live_camera,unknown,0.8315879,0.7842258810997009,31.09472073739024,0.3125,41.2,68.7,2.5769000058062375,82.6,4.258029937744141
2025-08-18 22:47:09.500,32,live_camera,unknown,0.9493752,0.7773687839508057,31.69722808918432,0.6643841132959156,25.0,68.7,3.018299990799278,82.6,4.258029937744141
2025-08-18 22:47:09.532,33,live_camera,unknown,0.91538507,0.7859814167022705,31.24853522160199,0.08838834764831845,50.0,68.8,2.164500008802861,82.6,4.258029937744141
2025-08-18 22:47:09.564,34,live_camera,unknown,0.96659607,0.736935555934906,31.338924198330133,1.1075028216668343,25.0,68.8,1.752299998770468,82.6,4.258029937744141
2025-08-18 22:47:09.597,35,live_camera,unknown,0.9446722,0.7921591997146606,30.364126606701415,0.5762215285808054,31.2,68.8,2.110700006596744,82.6,4.258029937744141
2025-08-18 22:47:09.629,36,live_camera,unknown,0.8011211,0.7952257990837097,32.17234078906229,0.22534695471649932,25.0,68.8,1.534499999252148,82.6,4.258029937744141
2025-08-18 22:47:09.660,37,live_camera,unknown,0.9531476,0.763772189617157,30.86286394358437,0.0625,25.0,68.8,1.7337000026600435,82.6,4.258029937744141
2025-08-18 22:47:09.692,38,live_camera,unknown,0.9914613,0.7509822845458984,31.427269441711115,0.7730823048033113,12.5,68.8,1.826199993956834,82.6,4.258029937744141
2025-08-18 22:47:09.724,39,live_camera,unknown,0.9922064,0.6957045793533325,31.20085863600654,0.8838834764831844,12.5,68.8,1.5112999972188845,82.6,4.258029937744141
2025-08-18 22:47:09.757,40,live_camera,unknown,0.9969952,0.7634575366973877,31.11707175938651,0.08838834764831845,12.5,68.8,1.4992999931564555,82.6,4.258029937744141
2025-08-18 22:47:09.805,41,live_camera,unknown,0.9946477,0.7230475544929504,20.553167962275673,0.2795084971874737,35.7,68.8,1.6965999966487288,82.6,4.258029937744141
2025-08-18 22:47:09.836,42,live_camera,unknown,0.98242915,0.7301490306854248,32.08985158122365,0.5303300858899106,20.0,68.8,1.5642000071238726,82.6,4.258029937744141
2025-08-18 22:47:09.869,43,live_camera,unknown,0.9891322,0.7316949367523193,31.15148344208123,0.25,16.7,68.8,1.5488999924855307,82.6,4.258029937744141
2025-08-18 22:47:09.900,44,live_camera,unknown,0.97388214,0.6941649317741394,31.57183540057059,0.6187184335382291,42.1,68.8,1.718799991067499,82.6,4.258029937744141
2025-08-18 22:47:09.933,45,live_camera,unknown,0.66771966,0.6261857151985168,30.844015632361668,0.1875,37.5,68.9,2.723800003877841,82.6,4.258029937744141
2025-08-18 22:47:09.964,46,live_camera,unknown,0.79383373,0.6836280226707458,31.336567264339354,0.08838834764831845,21.4,68.9,1.4977999962866306,82.6,4.258029937744141
2025-08-18 22:47:09.997,47,live_camera,unknown,0.61473393,0.689760148525238,31.273552896838744,0.2651650429449553,41.2,68.9,1.5516999992541969,82.6,4.258029937744141
